,QQQ,SPY,TLT
2023-05-04,-0.20939540062343154,-0.1348854996002169,-0.3526010084777106
2023-05-05,-0.1925916709693012,-0.11887002371617317,-0.3547541629415121
2023-05-08,-0.19059117888459565,-0.11863523896340789,-0.36379683018446773
2023-05-09,-0.19571737189488025,-0.12250021450265602,-0.3660730522542536
2023-05-10,-0.18696531610539802,-0.11840018333120472,-0.3599213636059926
2023-05-11,-0.18431461361098833,-0.11993769502049878,-0.3531546541123629
2023-05-12,-0.18724040512488827,-0.12109089650732874,-0.3585681485810873
2023-05-15,-0.18283944680235031,-0.11805860436006277,-0.36521179046873276
2023-05-16,-0.18191406970827195,-0.12395226372930512,-0.3671189154487502
2023-05-17,-0.17201202997988785,-0.11331801103793149,-0.3689645066257756
2023-05-18,-0.15663329561926553,-0.10477643744374676,-0.3736395425945037
2023-05-19,-0.1585339106630157,-0.10607902894055665,-0.3780687605358152
2023-05-22,-0.1557082291847237,-0.10571605049382404,-0.380283343074425
2023-05-23,-0.16641083853843386,-0.11575247226584018,-0.3784992857003917
2023-05-24,-0.17068667873268295,-0.12215863553151396,-0.38157513002452215
2023-05-25,-0.15050708956128023,-0.11455653954768774,-0.3831131579147713
2023-05-26,-0.1288020844012252,-0.10308960346433205,-0.3781302943388073
2023-05-30,-0.12485127174694388,-0.10274782133361215,-0.3719171247516462
2023-05-31,-0.12982733853625894,-0.10772319940850861,-0.36644220220811374
2023-06-01,-0.1197750949220211,-0.09924575652123735,-0.36395642687796703
2023-06-02,-0.11317365743821417,-0.08621970611341812,-0.3709265045332035
2023-06-05,-0.11254861045095921,-0.08797080623946518,-0.3720982899946478
2023-06-06,-0.11269850367727652,-0.08598492136065272,-0.36839738064768435
2023-06-07,-0.12775182217351033,-0.08914533948202663,-0.37777298594153674
2023-06-08,-0.11692448301593206,-0.08363599031524838,-0.3704945520381453
2023-06-09,-0.11354885649331192,-0.08199181984729675,-0.37135813984371036
2023-06-12,-0.09857040694535246,-0.07366369925014571,-0.3695075265779528
2023-06-13,-0.0916437865918095,-0.06755631600443157,-0.3757374012181598
2023-06-14,-0.08504211611335044,-0.06644598118864276,-0.37074137448330835
2023-06-15,-0.07413967501284513,-0.05487211544719195,-0.3646965770289047
2023-06-16,-0.07996601695331174,-0.05809131440658155,-0.3671637441986966
2023-06-20,-0.08128329105256982,-0.0629781826251572,-0.3627845885524309
2023-06-21,-0.09380310336450437,-0.06777924978179062,-0.36124259585528806
2023-06-22,-0.08311121176480041,-0.0644141822451133,-0.3689525593410026
2023-06-23,-0.09220056614593863,-0.07148725068679884,-0.3626611508978034
2023-06-26,-0.10436995450080389,-0.0752809172140303,-0.36198264027804183
2023-06-27,-0.08897032828635798,-0.0651429833726761,-0.3636479649016282
2023-06-28,-0.0871925014243734,-0.06467144999122099,-0.36093402815076536
2023-06-29,-0.08902049980148807,-0.060984916281663026,-0.37246833863807083
2023-06-30,-0.07497301921926247,-0.04990384795753933,-0.3650667842646035
2023-07-03,-0.07279459688507861,-0.04881084942577352,-0.3686662474191772
2023-07-05,-0.07281976030752768,-0.05022538185027914,-0.37466531743407216
2023-07-06,-0.07988097390521987,-0.057662715416026855,-0.38350953287596934
2023-07-07,-0.08293576679161352,-0.060041917238612186,-0.38722032780812143
2023-07-10,-0.08263535901990604,-0.057662715416026855,-0.38641621210596355
2023-07-11,-0.07810330237300367,-0.051661381470235246,-0.38326212892579525
2023-07-12,-0.06645939462397432,-0.04403118174473086,-0.37639693362892324
2023-07-13,-0.05060923441685139,-0.03644378097040846,-0.3698412047261366
2023-07-14,-0.05080945448806684,-0.03704377892526867,-0.37355199965828845
2023-07-17,-0.0419453282708252,-0.03370038174362033,-0.3732429561769387
2023-07-18,-0.03410785415653117,-0.02652018048426119,-0.37039786361402827
2023-07-19,-0.03433315998531172,-0.024355447456601675,-0.3632855286874417
2023-07-20,-0.05659370206134995,-0.03082831478384862,-0.37101647921764735
2023-07-21,-0.05942326678384702,-0.03082831478384862,-0.3708308733909249
2023-07-24,-0.05792076193600493,-0.026498645568951207,-0.37311920133775967
2023-07-25,-0.051535698819307085,-0.023840844244526815,-0.3742942115088109
2023-07-26,-0.054690757071076845,-0.023690980195530842,-0.37367591308974335
2023-07-27,-0.05694428134818752,-0.030163847522777676,-0.38585960608216385
2023-07-28,-0.03976682827175726,-0.02066884602718444,-0.38270547003790356
2023-07-31,-0.03926604509906584,-0.018804179696814805,-0.38122104633685894
2023-08-01,-0.04149456128349571,-0.021611980509954165,-0.39136096067165516
2023-08-02,-0.06252815352048657,-0.03522211470565928,-0.3978728123781503
2023-08-03,-0.06403065836832866,-0.03798698112789789,-0.41176454418042674
2023-08-04,-0.06841266645914557,-0.042337914378667185,-0.40134571889667336
2023-08-07,-0.060525098494605634,-0.03397884580574073,-0.4072375805331595
