,Strategy A,Strategy B,Strategy C,Max Sharpe,Min Volatility
2023-01-18,2.879782229783325,2.539626625562066,1.7372960339937418,2.8609487460648393,1.5467680083290782
2023-01-19,2.8514900256214903,2.517907241099437,1.7253575115568065,2.832941474583125,1.5363753482221987
2023-01-20,2.9295268247971147,2.5758142086910865,1.7334545843274625,2.9093063927638325,1.5353865019158521
2023-01-23,2.994609016919079,2.6198791807195314,1.7426693973167895,2.9731906765817513,1.5396327797957865
2023-01-24,2.98849486792369,2.6157990534273416,1.7515714075510282,2.9675757949646124,1.5511484600870993
2023-01-25,2.98186137409905,2.6133858496616393,1.7536642679508994,2.96112224372725,1.5534843996540382
2023-01-26,3.0400002707943194,2.6532242805651167,1.7619650597380512,3.01817465816593,1.5571257648819294
2023-01-27,3.0702618589176027,2.6694780667453375,1.762615356934926,3.047852729220273,1.5565650570397327
2023-01-30,3.0081848390478276,2.6257449014324497,1.7467695798924145,2.9867143392420057,1.5446793351587624
2023-01-31,3.053265646572622,2.6647228988785754,1.7677652778825423,3.031278846174501,1.5616556210699541
2023-02-01,3.118555447676608,2.7073739019346568,1.787538378198072,3.0958116859014706,1.579481757735194
2023-02-02,3.230479899928597,2.775663131751174,1.8040761724130878,3.205878072149833,1.5909270511796132
2023-02-03,3.173066345173622,2.73624648377466,1.7817784202136229,3.1490019423845492,1.5701905244672683
2023-02-06,3.146225792014963,2.716312536297605,1.7699680312505959,3.122401065629117,1.5594656840154921
2023-02-07,3.2114117886279385,2.762214726532103,1.7781750212163718,3.1862428395667726,1.5616606900737455
2023-02-08,3.154309324971801,2.722555124775226,1.7698938092949532,3.1302704899861573,1.55813528430154
2023-02-09,3.126431049277228,2.6987225804884365,1.7539809136740045,3.102586586643012,1.5439335912314454
2023-02-10,3.105911609347589,2.693015529205675,1.7485863858752078,3.0821099853435254,1.5359594428831371
2023-02-13,3.155656204361379,2.7303880427277973,1.766788063483863,3.131246386978948,1.5511733977680522
