portfolio_id,annualized_return_%,annualized_volatility_%,sharpe_ratio,SPY_weight_%,QQQ_weight_%,TLT_weight_%
1,10.9997,12.975,0.6166,33.7425,32.7879,33.4696
2,3.026,12.0685,0.0022,15.3827,4.7522,79.8651
3,17.3176,19.8404,0.7216,30.5613,67.72,1.7187
4,7.1747,10.5004,0.3976,47.4411,3.1929,49.366
5,9.3808,11.7457,0.5432,51.6844,11.5498,36.7659
6,6.9408,10.7611,0.3662,27.4336,16.3376,56.2288
7,7.9747,10.9483,0.4544,35.1815,16.1223,48.6961
8,11.7294,13.6644,0.6388,6.7985,55.8886,37.313
9,11.2241,13.2325,0.6215,42.9691,27.3284,29.7025
10,4.7967,11.5928,0.155,8.182,19.0686,72.7493
11,12.6156,14.4112,0.6672,16.4599,53.5368,30.0033
12,9.0904,11.7361,0.5189,17.7484,34.3948,47.8568
13,7.0938,10.9183,0.3749,22.2595,20.8403,56.9002
14,9.8766,12.3079,0.5587,9.8278,44.1402,46.032
15,7.1561,10.4949,0.396,47.3155,3.1874,49.4971
16,14.6686,17.0156,0.6858,49.1338,40.7063,10.1599
17,9.0816,11.5211,0.5279,38.1596,19.7062,42.1342
18,2.3201,13.2532,-0.0513,1.406,11.1307,87.4633
19,13.6752,16.765,0.6368,82.5001,11.6353,5.8645
20,14.0515,16.2098,0.6818,44.7555,40.6582,14.5864
21,10.4732,12.5439,0.5958,27.3085,34.6825,38.009
22,12.6044,14.8752,0.6457,58.5989,23.2487,18.1524
23,15.4139,18.2431,0.6805,62.0952,35.2594,2.6453
24,8.1706,11.0889,0.4663,30.9987,20.1359,48.8654
25,14.32,17.5984,0.6432,84.1557,13.7798,2.0645
26,14.4496,16.3232,0.7014,21.5109,59.3913,19.0977
27,10.4887,12.6443,0.5923,50.7615,17.9377,31.3008
28,11.6559,13.746,0.6297,51.0505,23.762,25.1875
29,1.396,13.6989,-0.1171,6.23,2.8944,90.8756
30,7.7121,11.0075,0.4281,25.3497,21.819,52.8313
31,11.6617,13.6211,0.6359,5.5119,56.4616,38.0265
32,7.9383,10.9897,0.4494,31.0356,18.9085,50.0559
33,6.4149,10.5151,0.3248,34.4781,8.5665,56.9554
34,7.9769,10.9454,0.4547,35.501,15.9046,48.5944
35,9.9493,12.1325,0.5728,40.8068,22.2913,36.9019
36,14.111,16.0902,0.6905,33.4221,49.0965,17.4813
37,17.7589,20.0186,0.7373,8.7472,85.6503,5.6025
38,5.8468,11.1715,0.2548,12.8203,21.1677,66.0121
39,5.7996,11.1812,0.2504,12.7018,21.0086,66.2895
40,15.251,17.8141,0.6877,53.4592,40.6131,5.9277
41,14.287,17.0226,0.6631,67.2878,25.7107,7.0015
42,4.9601,10.7265,0.1827,28.838,5.0941,66.0679
43,14.5947,17.5982,0.6589,74.071,22.4345,3.4945
44,10.6213,12.8052,0.5952,54.3127,16.075,29.6123
45,10.1432,12.4753,0.5726,9.6117,45.6727,44.7156
46,17.1363,19.1943,0.7365,1.5025,87.6301,10.8674
47,9.1584,11.5912,0.5313,53.2423,9.2828,37.4749
48,14.8674,16.7031,0.7105,12.1122,68.2931,19.5947
49,10.1782,12.3052,0.5833,37.8078,25.6261,36.5661
50,16.5041,19.0857,0.7076,42.3962,55.0256,2.5782
51,15.0627,17.1825,0.702,33.9348,53.6466,12.4187
52,7.9165,10.806,0.455,53.5502,2.6442,43.8056
53,5.1574,11.3878,0.1894,10.5001,19.2697,70.2302
54,3.2579,12.3155,0.0209,7.6441,11.5021,80.8539
55,11.1805,13.3775,0.6115,57.3248,16.8039,25.8713
56,15.6531,17.7308,0.7136,24.9292,63.1583,11.9125
57,12.246,14.3949,0.6423,53.7427,24.8801,21.3772
58,9.994,12.2421,0.5713,52.9474,13.8125,33.2401
59,4.7542,11.1597,0.1572,18.5577,11.4052,70.0372
60,10.6798,12.7246,0.6035,39.8644,26.7427,33.393
61,8.0511,11.1668,0.4523,23.3388,25.0134,51.6479
62,14.5135,17.657,0.6521,78.9435,18.5193,2.5372
63,7.6166,10.8887,0.424,29.9279,18.041,52.0312
64,7.6765,10.7093,0.4367,46.7545,6.279,46.9665
65,10.5538,12.8191,0.5893,59.5409,11.9755,28.4836
66,13.5196,16.6315,0.6325,84.022,9.7395,6.2385
67,12.7947,14.5807,0.6718,12.3353,57.4218,30.243
68,4.478,10.7781,0.1371,30.7063,1.2626,68.0311
69,18.0798,20.379,0.74,6.4795,88.9354,4.5851
70,6.3555,11.0672,0.3032,14.9667,22.2567,62.7766
71,13.4554,15.2208,0.6869,10.4117,62.216,27.3724
72,12.7538,15.3576,0.6351,71.4613,14.7931,13.7456
73,12.1525,13.9898,0.6542,12.9874,53.635,33.3776
74,11.1264,13.0742,0.6216,26.2211,38.8385,34.9404
75,16.7462,19.3812,0.7093,42.1749,56.4356,1.3894
76,14.1679,16.3748,0.682,46.3913,40.0865,13.5222
77,5.7097,11.3795,0.2381,8.0553,23.8779,68.0669
78,6.7937,11.3642,0.3338,6.8932,30.3132,62.7937
79,18.618,21.0676,0.7413,8.3752,90.3565,1.2683
80,14.3244,16.0905,0.7038,1.464,73.1258,25.4102
81,9.1619,11.8762,0.5188,12.0242,38.8708,49.105
82,13.2167,15.0146,0.6805,20.9139,53.4482,25.638
83,5.4714,10.8215,0.2284,23.637,11.4678,64.8952
84,15.8886,18.3188,0.7036,41.8732,52.2199,5.907
85,7.4065,10.7917,0.4083,31.5531,15.7889,52.658
86,6.5348,10.5326,0.3356,34.4557,9.2021,56.3422
87,9.7773,12.3032,0.5509,6.8626,45.754,47.3834
88,17.4751,19.6116,0.7381,3.2371,88.1361,8.6268
89,10.7238,13.0334,0.5926,62.7811,10.5296,26.6893
90,16.0862,18.5442,0.7057,41.1626,53.751,5.0864
91,10.9722,13.233,0.6024,60.6539,13.3391,26.007
92,3.8742,11.3408,0.0771,21.8224,4.5158,73.6619
93,12.3632,15.0166,0.6235,74.8763,10.3245,14.7993
94,9.814,12.088,0.5637,52.2648,13.3724,34.3628
95,9.6953,12.1447,0.5513,64.9923,3.6282,31.3794
96,8.8572,11.4257,0.5126,60.0393,2.85,37.1107
97,17.5798,19.7202,0.7393,1.692,89.7858,8.5221
98,6.7858,11.3666,0.3331,6.8181,30.3266,62.8552
99,11.2444,13.338,0.6181,50.6225,21.9424,27.4351
100,7.6907,10.7299,0.4372,44.6774,7.8425,47.4801
101,11.1275,13.173,0.617,8.6768,51.4305,39.8928
102,9.4663,11.9376,0.5417,18.1508,36.0486,45.8006
103,10.5132,12.6015,0.5962,21.6047,38.9811,39.4142
104,4.9884,11.5482,0.1722,7.8721,20.2814,71.8464
105,11.6622,13.7433,0.6303,50.448,24.227,25.325
106,14.2285,16.0704,0.6987,20.1885,59.1976,20.6139
107,11.6549,13.6471,0.6342,43.5816,29.115,27.3034
108,13.5995,15.7624,0.6725,48.1117,35.9148,15.9735
109,10.7355,13.1082,0.5901,66.1117,8.2006,25.6877
110,14.7538,17.1548,0.6852,50.8384,39.9236,9.238
111,10.2722,12.8122,0.5676,72.9484,0.9014,26.1501
112,18.4872,20.8401,0.7431,3.6521,93.0687,3.2791
113,3.9632,11.1826,0.0861,24.7345,2.8865,72.3791
114,11.2267,13.1675,0.6248,21.1617,42.9864,35.8519
115,13.0159,14.8259,0.6756,23.4891,50.5632,25.9477
116,4.7779,10.6073,0.1676,33.5837,0.7481,65.6682
117,10.0324,12.2352,0.5748,48.4332,17.2497,34.3171
118,8.4161,11.2331,0.4822,28.7253,23.0351,48.2396
119,10.374,12.5135,0.5893,47.4547,19.717,32.8283
120,8.6533,11.2353,0.5032,50.4986,8.6408,40.8606
121,16.9015,19.0272,0.7306,11.7851,79.0396,9.1753
122,16.7248,19.1892,0.7152,34.615,61.7483,3.6367
123,15.5961,17.6415,0.714,23.3041,64.0297,12.6662
124,14.42,16.4788,0.693,36.1312,48.7497,15.1191
125,10.9804,13.1333,0.6076,3.166,54.6236,42.2105
126,6.3677,10.7205,0.3141,26.0956,14.3359,59.5684
127,14.582,17.2315,0.6721,62.1015,30.9557,6.9428
128,12.0862,13.9326,0.6522,26.3991,43.6707,29.9302
129,6.1696,10.9397,0.2897,18.7505,18.5818,62.6677
130,10.6809,13.1743,0.583,71.6677,3.9327,24.3997
131,11.4843,14.2792,0.5942,82.3795,0.3998,17.2207
132,9.7095,12.0505,0.5568,20.9348,35.3083,43.7569
133,8.0177,10.8832,0.4611,44.7749,9.4625,45.7626
134,10.8506,13.0095,0.6034,53.817,17.6155,28.5676
135,6.2075,10.2967,0.3115,44.1623,0.5469,55.2908
136,18.1088,20.3592,0.7421,2.0375,92.272,5.6905
137,5.0842,11.411,0.1826,10.3931,18.9679,70.639
138,12.4218,14.2749,0.66,3.4367,61.8784,34.6849
139,4.9046,10.6748,0.1784,30.7107,3.4639,65.8254
140,17.6941,19.9989,0.7347,12.9971,82.2663,4.7366
141,6.8806,10.4195,0.3724,45.9309,2.7566,51.3125
142,10.8911,12.8767,0.6128,30.7956,34.3405,34.8639
143,9.556,12.0191,0.5455,64.4186,3.3195,32.2618
144,4.7895,11.343,0.1578,13.9031,14.9269,71.17
145,14.6647,17.2815,0.675,60.2648,32.7005,7.0346
146,7.2302,10.6255,0.3981,38.3536,9.9996,51.6468
147,13.7859,15.5529,0.6935,10.4431,63.9011,25.6557
148,17.465,19.629,0.7369,5.9001,86.1736,7.9263
149,13.602,16.6225,0.6378,80.8213,12.4619,6.7169
150,7.2486,11.3469,0.3744,8.5966,31.4424,59.9611
151,6.8662,10.7014,0.3613,29.3931,14.5467,56.0602
152,5.0035,10.6387,0.1883,31.2436,3.5931,65.1634
153,17.3254,19.5091,0.7343,9.8162,82.643,7.5407
154,16.8574,19.2632,0.7194,30.1224,65.6568,4.2208
155,13.5101,16.449,0.6389,78.8174,13.4241,7.7585
156,11.5518,13.6668,0.6257,52.6365,22.0861,25.2774
157,6.9653,10.9137,0.3633,21.5795,20.6641,57.7564
158,11.9366,14.0168,0.6376,50.2963,25.7536,23.9501
159,11.3468,13.2635,0.6293,23.8469,41.6804,34.4728
160,10.1918,12.512,0.5748,9.2305,46.1975,44.5721
161,16.6798,18.7785,0.7285,12.9479,77.0597,9.9924
162,16.05,18.6502,0.6997,47.7283,48.8535,3.4182
163,17.468,19.595,0.7384,2.4414,88.6707,8.8879
164,8.3319,11.2167,0.4754,27.176,23.7117,49.1123
165,16.6699,19.0221,0.7186,29.5014,65.1333,5.3653
166,10.3747,12.5139,0.5893,47.4285,19.7392,32.8324
167,11.5667,14.0459,0.6099,70.6686,9.2272,20.1042
168,14.7892,17.8578,0.6602,74.7655,22.9412,2.2933
169,12.6641,15.6424,0.6178,84.2366,5.1646,10.5988
170,10.4541,12.5879,0.5922,48.0961,19.6707,32.2331
171,3.1757,11.6801,0.015,21.9059,0.8458,77.2483
172,13.4668,16.3943,0.6384,78.7018,13.2833,8.015
173,11.0539,13.3018,0.6055,60.0669,14.1828,25.7503
174,8.3444,11.0499,0.4837,46.7498,9.7339,43.5163
175,9.0511,11.5649,0.5232,29.0524,26.0822,44.8654
176,12.077,13.9895,0.6488,2.3827,60.8523,36.7649
177,12.5984,14.4714,0.6633,32.5936,41.874,25.5324
178,9.9746,12.1494,0.5741,39.4831,23.372,37.1449
179,7.5181,10.7804,0.4191,34.3975,14.3254,51.2771
180,15.6517,17.9864,0.7034,39.6806,52.5687,7.7508
181,16.6896,19.2868,0.7098,41.134,56.8897,1.9763
182,14.4397,16.4292,0.6963,31.3595,52.2748,16.3657
183,15.1916,17.7888,0.6853,55.3186,38.9719,5.7095
184,15.382,17.2767,0.7167,12.5703,70.6236,16.8061
185,15.0332,17.1116,0.7032,31.678,55.1132,13.2088
186,6.0672,11.2743,0.2721,9.6244,24.5996,65.7761
187,8.7476,11.4998,0.4998,21.5998,29.8601,48.54
188,7.6336,10.9315,0.4239,27.9117,19.5749,52.5134
189,10.957,13.093,0.6077,52.6459,19.0056,28.3486
190,6.5945,10.545,0.3409,34.3184,9.609,56.0726
191,12.2201,15.0462,0.6128,81.2418,5.0187,13.7395
192,15.3269,18.1162,0.6804,61.3858,35.3189,3.2953
193,13.8901,16.9233,0.6435,79.5343,14.874,5.5917
194,5.5853,10.4032,0.2485,37.36,2.2115,60.4285
195,9.7389,11.9743,0.5628,41.7956,20.4949,37.7095
196,13.2021,15.0168,0.6794,23.7909,51.3086,24.9005
197,6.976,11.1394,0.3569,13.9357,26.2031,59.8612
198,18.0735,20.4666,0.7365,13.1386,84.1254,2.736
199,10.564,12.6146,0.5996,36.7237,28.3971,34.8792
200,5.3508,10.6836,0.22,28.2318,7.5485,64.2197
201,12.4692,14.294,0.6625,25.2445,46.4785,28.277
202,15.9533,18.7187,0.692,55.1393,43.0372,1.8234
203,9.6338,11.9336,0.5559,50.8229,13.4754,35.7016
204,14.1527,16.8428,0.6622,66.5962,25.5126,7.8912
205,3.4285,11.6121,0.0369,20.4306,3.2108,76.3586
206,10.9202,12.932,0.6124,18.5232,43.295,38.1818
207,17.7593,19.9389,0.7402,2.1032,90.4184,7.4784
208,12.6264,14.4509,0.6661,4.1958,62.3909,33.4133
209,15.752,17.9132,0.7119,29.1957,60.6091,10.1952
210,11.0968,13.7973,0.5868,79.7692,0.27,19.9608
211,7.2164,10.4875,0.402,51.3938,0.5729,48.0333
212,4.2156,11.0015,0.1105,26.9004,2.6371,70.4626
213,16.543,18.9975,0.7129,36.1576,59.7024,4.14
214,5.6421,10.6382,0.2484,28.8194,8.6324,62.5482
215,14.2361,16.2382,0.692,34.0011,49.3274,16.6715
216,11.5516,13.4438,0.6361,20.7535,44.9582,34.2883
217,1.3121,13.9954,-0.1206,2.1148,5.4131,92.4721
218,14.7327,17.2797,0.679,57.046,35.3616,7.5924
219,16.2105,18.4748,0.7151,30.0249,62.3833,7.5917
220,12.8456,14.822,0.6643,40.9835,37.1325,21.884
221,12.9824,14.9991,0.6655,43.1618,36.2766,20.5616
222,2.8362,12.8508,-0.0127,2.33,13.1352,84.5348
223,4.7688,11.1963,0.158,17.5566,12.1991,70.2443
224,11.1834,13.152,0.6222,16.6321,46.0121,37.3558
225,9.7072,11.9779,0.56,48.8221,15.2903,35.8876
226,12.115,14.244,0.6399,52.9526,24.7701,22.2773
227,12.3371,14.1624,0.6593,24.1605,46.5733,29.2662
228,13.2381,15.0658,0.6796,25.4697,50.2903,24.24
229,13.2822,16.3832,0.6276,84.9614,7.8389,7.1997
230,14.0383,15.9076,0.6939,24.8755,54.852,20.2725
231,4.5804,11.2261,0.1408,18.2225,10.7476,71.0299
232,12.8229,15.4396,0.6362,71.6072,15.0456,13.3472
233,6.3106,11.5514,0.2866,2.2613,31.1396,66.5991
234,17.5484,20.0994,0.7238,29.1478,69.9269,0.9253
235,11.587,14.3785,0.5972,82.0327,1.179,16.7882
236,9.2382,12.0222,0.5189,6.8188,42.9993,50.1819
237,10.1207,12.5557,0.5671,67.2192,4.2291,28.5517
238,2.7621,12.4048,-0.0192,11.8384,5.9307,82.2309
239,7.4136,10.6446,0.4146,41.7526,8.5085,49.7389
240,8.8974,11.4939,0.5131,63.8005,0.3598,35.8397
241,9.9011,12.439,0.5548,71.3877,0.1037,28.5086
242,8.5642,11.2081,0.4964,38.83,16.5518,44.6183
243,12.2974,14.5758,0.6379,60.0996,20.5851,19.3152
244,4.5895,11.8179,0.1345,4.8879,20.3606,74.7514
245,5.2713,11.2192,0.2024,13.92,17.4046,68.6754
246,2.4931,12.3881,-0.0409,15.6985,1.7715,82.53
247,13.3793,16.1764,0.6416,74.9756,15.5043,9.5202
248,17.4465,19.9783,0.7231,29.444,69.1877,1.3683
249,8.9188,11.6022,0.5101,20.5442,31.5026,47.9532
250,5.015,10.5601,0.1908,33.6762,1.9072,64.4166
251,17.466,20.086,0.7202,33.4694,66.4004,0.1302
252,16.8362,19.0817,0.7251,21.2095,71.941,6.8495
253,14.9397,17.3674,0.6875,50.4572,41.1582,8.3846
254,14.0289,16.1234,0.684,41.4048,42.9454,15.6498
255,14.7146,16.5632,0.7073,15.797,64.8597,19.3433
256,12.9017,15.22,0.6506,59.4195,24.1964,16.3841
257,12.7345,14.7957,0.6579,47.036,32.216,20.7479
258,18.1079,20.3711,0.7416,3.1321,91.4821,5.3858
259,11.158,13.2484,0.6158,4.1507,54.8349,41.0144
260,7.0757,10.5329,0.3869,41.5364,6.9174,51.5462
261,11.5211,14.2167,0.5994,78.9032,3.0838,18.013
262,13.3612,16.2647,0.637,78.5191,12.8686,8.6123
263,13.5425,17.1374,0.6152,97.1982,0.4054,2.3963
264,6.7529,10.4845,0.3579,39.0853,7.0076,53.9071
265,13.9635,16.2005,0.6767,49.3718,36.8917,13.7365
266,2.2827,12.8091,-0.056,10.2291,4.6079,85.163
267,4.9961,11.4626,0.1741,9.7553,18.9705,71.2742
268,18.0432,20.295,0.7412,3.329,91.0065,5.6645
269,1.6595,13.4032,-0.1,7.7886,3.1383,89.0731
270,12.3522,14.6116,0.6401,59.0221,21.6416,19.3363
271,9.9174,12.3106,0.5619,11.1826,43.3789,45.4385
272,10.8144,12.8125,0.6099,30.4696,34.1779,35.3524
273,10.5659,12.8893,0.587,0.902,54.1058,44.9922
274,9.3526,11.8245,0.5372,62.2733,3.8075,33.9193
275,14.7632,17.0163,0.6913,43.8937,44.9547,11.1516
276,14.8983,17.6607,0.6737,63.8113,31.3635,4.8252
277,13.6297,16.7539,0.6345,83.7748,10.4862,5.739
278,12.1675,14.2307,0.6442,48.8661,27.9728,23.1611
279,6.7007,11.543,0.3206,2.1296,33.2503,64.6201
280,15.2559,17.3099,0.708,27.7645,59.0716,13.164
281,15.3419,17.1807,0.7184,5.2343,75.6792,19.0865
282,9.533,11.8222,0.5526,40.4671,20.3835,39.1494
283,2.4502,12.473,-0.0441,14.5673,2.3611,83.0716
284,3.9608,11.9585,0.0803,7.4414,15.28,77.2786
285,7.7212,10.9883,0.4297,26.4714,21.0611,52.4675
286,10.4091,12.6158,0.5873,12.113,45.2527,42.6343
287,15.0253,17.8269,0.6746,64.2142,31.7312,4.0546
288,13.2553,15.0475,0.6815,19.6891,54.5262,25.7847
289,5.839,10.5507,0.2691,31.6177,7.6424,60.74
290,1.718,13.5091,-0.0949,4.985,5.4515,89.5635
291,16.6219,19.2554,0.7074,43.414,54.9039,1.6821
292,5.2418,11.2998,0.1984,12.1157,18.5468,69.3375
293,10.2547,12.8062,0.5665,73.4091,0.4809,26.11
294,17.085,19.3911,0.7264,21.6808,72.8886,5.4306
295,12.2019,14.053,0.6548,28.6917,42.6238,28.6845
296,16.0989,18.5492,0.7062,40.6828,54.1604,5.1567
297,12.1594,14.7521,0.6209,73.4391,10.3023,16.2586
298,14.5367,17.0698,0.6759,57.9974,33.6661,8.3364
299,10.6665,12.7153,0.6029,22.0406,39.4609,38.4985
300,14.6849,16.6542,0.7016,27.5612,56.2668,16.172
301,3.1616,12.3791,0.0131,7.4964,11.1102,81.3934
302,11.191,13.1303,0.6238,24.5491,40.3718,35.0791
303,15.9869,18.192,0.7139,29.177,61.8362,8.9868
304,6.8592,10.5876,0.3645,34.7296,10.682,54.5884
305,4.6519,11.3683,0.1453,14.314,13.9211,71.7649
306,6.2252,11.3585,0.2839,7.1832,27.1676,65.6492
307,14.8172,16.6252,0.7108,8.133,70.8885,20.9785
308,8.7639,11.466,0.5027,24.3201,27.9928,47.6871
309,7.4476,11.3861,0.3906,8.3557,32.6432,59.0011
310,14.0435,16.749,0.6593,67.8641,24.0386,8.0973
311,12.4413,14.2541,0.6624,11.4618,56.2221,32.3161
312,2.5163,12.3344,-0.0392,16.4805,1.3302,82.1893
313,12.8394,14.6239,0.6728,15.3896,55.4612,29.1491
314,8.8362,11.3541,0.514,50.3483,9.6938,39.9579
315,12.5524,15.0358,0.6353,67.8243,16.3614,15.8143
316,12.0438,14.1475,0.6393,51.6033,25.3703,23.0264
317,10.9019,13.116,0.6025,0.7017,55.9859,43.3124
318,13.0113,14.8331,0.6749,25.3895,49.1758,25.4347
319,1.2784,13.9522,-0.1234,3.3915,4.3233,92.2852
320,8.3523,11.0818,0.483,40.4837,14.2699,45.2464
321,11.833,13.6909,0.6452,21.5424,45.8466,32.6111
322,3.4116,11.4364,0.036,24.6445,0.1004,75.2551
323,15.1691,17.0011,0.7158,7.0055,73.5156,19.4789
324,11.1136,13.0868,0.62,18.2837,44.4665,37.2498
325,7.7292,10.7428,0.4402,45.2649,7.6198,47.1152
326,9.4932,11.7959,0.5505,38.1997,21.8047,39.9956
327,12.195,14.4535,0.6362,59.4816,20.4997,20.0187
328,10.7508,13.2993,0.5828,74.0684,2.5717,23.3599
329,9.6983,12.0718,0.5549,59.6714,7.4607,32.8679
330,17.9675,20.2926,0.7376,10.1905,85.6925,4.117
331,8.0997,11.2475,0.4534,20.2421,27.486,52.272
332,16.3159,18.6703,0.7132,33.6853,60.3021,6.0127
333,12.675,14.5199,0.6663,29.069,44.7981,26.1329
334,10.458,12.5446,0.5945,41.4113,24.4869,34.1019
335,11.3325,13.3542,0.624,6.3299,54.1733,39.4968
336,7.3206,11.0318,0.3917,19.6834,23.8607,56.4559
337,13.0647,14.8415,0.6781,8.2781,61.7277,29.9942
338,15.7179,17.9475,0.7086,33.5267,57.3258,9.1475
339,7.3284,10.5547,0.4101,47.8832,3.6705,48.4463
340,11.8653,13.7222,0.6461,18.4061,48.2634,33.3304
341,11.7788,13.9803,0.6279,57.5474,19.7361,22.7165
342,10.7811,12.9533,0.6007,54.416,16.827,28.757
343,11.4264,13.3985,0.6289,9.3514,52.4911,38.1575
344,11.6576,13.5685,0.6381,34.1438,35.8999,29.9563
345,3.2072,12.5747,0.0165,3.1896,14.4357,82.3747
346,8.9625,11.5325,0.517,27.3528,26.8438,45.8034
347,11.5252,13.4591,0.6334,36.3127,33.6594,30.0279
348,7.0919,11.5196,0.3552,3.1557,34.5356,62.3087
349,13.3653,15.1313,0.685,9.2406,62.5906,28.1687
350,9.0281,11.5321,0.5227,31.1546,24.4555,44.3899
351,14.1286,16.1625,0.6885,36.9689,46.6428,16.3882
352,5.4337,10.7525,0.2263,25.8179,9.7082,64.4739
353,8.4959,11.3119,0.4859,25.8836,25.4865,48.6299
354,2.3309,12.9479,-0.0517,6.9288,7.2246,85.8466
355,16.3239,19.0847,0.6981,51.5273,47.5435,0.9291
356,11.4899,13.4357,0.6319,11.089,51.5728,37.3382
357,13.5084,15.3444,0.6848,25.1302,51.9307,22.9391
358,13.0389,15.1223,0.6638,46.984,33.8265,19.1895
359,5.2571,11.0844,0.2036,17.3916,14.8409,67.7675
360,6.0829,11.4419,0.2694,5.3904,27.7178,66.8917
361,15.8583,17.8876,0.7188,18.8224,68.5998,12.5778
362,18.3696,20.7398,0.7411,6.9193,90.1175,2.9632
363,8.3131,11.1751,0.4754,29.4356,21.9933,48.5711
364,7.929,10.9442,0.4504,33.9683,16.7569,49.2748
365,6.2439,11.5011,0.282,3.602,29.8329,66.5651
366,11.1469,13.3126,0.612,55.3266,18.0641,26.6093
367,6.7561,10.8549,0.346,22.626,18.8325,58.5415
368,11.6039,13.5314,0.6359,36.1453,34.1865,29.6682
369,16.2613,18.5302,0.7157,29.7017,62.8779,7.4204
370,5.7698,10.3106,0.2686,41.3678,0.2897,58.3425
371,4.7213,11.3902,0.1511,13.2943,15.0112,71.6945
372,14.2246,17.8058,0.6304,93.0649,6.8953,0.0398
373,17.3685,19.6338,0.7318,15.1242,79.0578,5.818
374,16.0947,18.3727,0.7127,32.0923,60.302,7.6057
375,15.508,17.3635,0.7204,5.1621,76.5897,18.2482
376,17.0715,19.4643,0.7229,26.8206,69.1319,4.0475
377,14.2049,16.4088,0.6829,45.9588,40.5879,13.4533
378,7.9213,11.3404,0.434,13.7808,31.1996,55.0196
379,16.2053,18.6535,0.7079,39.4837,55.5707,4.9456
380,16.3627,18.4314,0.725,15.1292,73.8561,11.0147
381,7.7392,11.6664,0.4062,1.4788,39.0841,59.4371
382,10.6856,12.7849,0.6011,14.567,44.9207,40.5122
383,12.9902,14.798,0.6751,23.1264,50.6905,26.1831
384,13.4181,15.2081,0.685,18.677,56.0938,25.2292
385,2.2778,12.854,-0.0562,9.4325,5.154,85.4135
386,13.2338,15.0902,0.6782,28.9,47.8073,23.2927
387,14.322,16.0999,0.7032,8.2642,68.2352,23.5006
388,6.4851,11.2657,0.3094,9.403,26.918,63.679
389,5.5825,10.7771,0.2396,24.5901,11.3583,64.0516
390,15.6916,17.6795,0.7179,17.5683,68.6381,13.7936
391,8.8606,11.4308,0.5127,31.6575,23.229,45.1136
392,6.9507,11.4318,0.3456,5.2742,32.2862,62.4397
393,1.6953,13.1828,-0.099,11.417,0.7201,87.8629
394,13.7292,15.6241,0.6867,29.681,49.8069,20.5121
395,12.9281,14.7864,0.6714,30.2934,45.2276,24.479
396,13.4905,16.9837,0.6177,94.807,1.852,3.3409
397,5.8411,10.6906,0.2658,26.7847,11.1201,62.0952
398,12.409,14.5225,0.6479,51.276,27.4922,21.2317
399,9.8342,12.1467,0.5626,56.5126,10.429,33.0584
400,13.9911,16.0444,0.685,39.2429,44.3006,16.4565
401,8.9818,11.9602,0.5001,4.5285,43.3178,52.1537
402,2.6924,12.4343,-0.0247,12.1412,5.3535,82.5053
403,13.4292,16.6825,0.6252,88.5828,6.0003,5.4169
404,17.158,19.5581,0.7239,26.1438,70.0642,3.792
405,9.8751,12.0726,0.5695,37.068,24.5902,38.3418
406,12.4869,14.4688,0.6557,42.5655,34.1437,23.2908
407,12.2416,14.3779,0.6428,53.0563,25.3498,21.5938
408,14.9799,17.0248,0.7037,30.0221,56.026,13.952
409,14.8915,17.8523,0.6661,70.5922,26.4642,2.9436
410,15.8354,18.362,0.699,46.6778,48.498,4.8242
411,13.0182,15.1683,0.6605,50.7692,31.0041,18.2268
412,12.8869,14.6682,0.674,12.4573,57.8104,29.7323
413,3.8765,11.6571,0.0752,14.6391,9.6809,75.68
414,13.3885,15.2253,0.6823,25.8981,50.7601,23.3418
415,12.8716,14.6537,0.6737,12.3265,57.8255,29.8481
416,9.2351,11.797,0.5285,18.8005,34.3878,46.8117
417,9.493,11.8119,0.5497,33.1758,25.4079,41.4163
418,5.9114,11.0468,0.2636,16.0036,19.2181,64.7783
419,4.368,11.5101,0.1189,13.3506,13.1454,73.5041
420,11.5413,13.8397,0.6172,62.7454,14.7797,22.4749
421,8.3454,11.0573,0.4834,55.9156,3.1638,40.9206
422,14.4947,16.2762,0.7062,6.7441,70.2182,23.0377
423,11.7033,14.57,0.5973,84.1905,0.2323,15.5772
424,17.865,20.3242,0.7314,20.1413,78.0241,1.8347
425,15.4216,17.594,0.706,33.4038,55.8825,10.7137
426,12.6981,15.8822,0.6106,90.1391,1.1057,8.7552
427,7.0401,11.1531,0.3622,13.7513,26.6668,59.5819
428,11.3361,13.565,0.6145,59.2746,16.2093,24.5161
429,13.2804,16.0677,0.6398,75.1844,14.8437,9.9719
430,16.7489,18.9939,0.7239,22.3209,70.6928,6.9863
431,15.6609,17.7786,0.7121,27.5034,61.352,11.1446
432,10.4171,12.5039,0.5932,26.4712,34.9935,38.5353
433,13.5248,15.5935,0.675,43.38,38.9232,17.6969
434,13.67,16.5302,0.6455,75.394,16.7067,7.8994
435,15.6749,17.8566,0.7098,31.2702,58.722,10.0078
436,15.1544,18.0788,0.6723,67.4223,30.0965,2.4812
437,9.2616,11.9716,0.523,9.7443,41.0217,49.2339
438,12.565,14.3634,0.6659,14.5435,54.6504,30.8061
439,12.1008,14.9545,0.6086,82.5515,3.4624,13.9861
440,8.6737,11.4987,0.4934,19.6047,30.9096,49.4857
441,14.7301,16.9992,0.69,44.9702,44.0111,11.0187
442,11.6999,14.176,0.6137,70.2775,10.1962,19.5263
443,10.178,12.6049,0.5695,67.0763,4.6274,28.2963
