,Strategy A,Strategy B,Strategy C
2016-09-06,1.1629528219065512,1.1317704085720022,1.130302858717775
2016-09-07,1.163643186246614,1.132054403281137,1.129916809741619
2016-09-08,1.1568342402659715,1.1274501608033898,1.1227009167791664
2016-09-09,1.1277234474277398,1.0997719473065741,1.09917966699527
2016-09-12,1.1479530729554563,1.1175255540654705,1.1088688898107972
2016-09-13,1.1376902904357782,1.1044974530804497,1.094266995211205
2016-09-14,1.1431175406137084,1.106924687795906,1.0946734317965026
2016-09-15,1.1608805199831298,1.1210556878766025,1.0993452298538149
2016-09-16,1.1603261169600982,1.1186213594394647,1.1003483794382598
2016-09-19,1.155280880204056,1.116294214016419,1.0990348612169207
2016-09-20,1.157457550773331,1.1173719983573687,1.1006042830877985
2016-09-21,1.1688338943584593,1.1291457783785457,1.1115907415727475
2016-09-22,1.1781331810007798,1.137195256606033,1.1193278259563701
2016-09-23,1.1706149311960778,1.1304512528322632,1.1152229317317688
2016-09-26,1.1608207195698297,1.121142589096126,1.1126379662825423
2016-09-27,1.1722969185620717,1.1301645387993497,1.1200470570180394
2016-09-28,1.1742754095945482,1.1339230863091552,1.1224136406022818
2016-09-29,1.1657673098219912,1.1246856239736005,1.1174560355197312
2016-09-30,1.174472863789406,1.133128533634259,1.1185207208131576
2016-10-03,1.1727912793911566,1.1309553964259507,1.1154309687324597
2016-10-04,1.1710107261148313,1.1272140574717004,1.106801120917937
2016-10-05,1.1751656459359363,1.1317079619241037,1.1076769013285424
2016-10-06,1.1745719132610306,1.131815765386236,1.105670273746367
2016-10-07,1.171999931334295,1.1286358380204247,1.1036927487513863
2016-10-10,1.179419534635117,1.1351474819943643,1.1045371858765263
2016-10-11,1.1626017564074478,1.1198860995726478,1.0951719684272458
2016-10-12,1.1616121482202395,1.1201441016869582,1.0964624476513523
2016-10-13,1.15745755077333,1.116306447525762,1.0959572163269389
2016-10-14,1.1588423091309015,1.1172622771437792,1.0901539813565448
2016-10-17,1.1556767557163583,1.1137965863099863,1.090666219765914
2016-10-18,1.1659650863910445,1.1222420289913757,1.0961815290983294
2016-10-19,1.1658664398871645,1.1236910155810715,1.0982982620629569
2016-10-20,1.1644814397489467,1.121974918250956,1.0975308533142119
2016-10-21,1.1688338943584584,1.1243338540787413,1.0984982651429986
2016-10-24,1.182881994683887,1.1334813058169522,1.0993896292270435
2016-10-25,1.1791227085944382,1.1297812542834915,1.0983390503891635
2016-10-26,1.1711094532122601,1.1248081707926922,1.0940446247960194
2016-10-27,1.1657673098219907,1.1207428913093682,1.0875268968356604
2016-10-28,1.1584466753992448,1.1155678336168258,1.0846334288063497
2016-10-31,1.1573586624888028,1.1150702763066314,1.0873249212442124
2016-11-01,1.148653027927839,1.10683680281622,1.0826310158444872
2016-11-02,1.1394526295700456,1.0990732615532302,1.0806054325240648
2016-11-03,1.1282736595862262,1.0911664757281287,1.074320109794572
2016-11-04,1.124316596927724,1.0886521527542081,1.0774607165238739
2016-11-07,1.1510268303177766,1.1135897506588086,1.088055969233183
2016-11-08,1.1585456442773208,1.1197348045913267,1.0892305088183163
2016-11-09,1.16388778766759,1.1282520457032852,1.0776716531844688
2016-11-10,1.1450914378138954,1.1205494830512464,1.072918304634896
2016-11-11,1.1455862016107252,1.1195000617528792,1.0690214864136482
2016-11-14,1.1340115978952499,1.1142843389835533,1.0669676057654662
2016-11-15,1.1497409602447324,1.1263594922479723,1.0740736764971872
2016-11-16,1.156567233838393,1.1286451979504464,1.0767398303953766
2016-11-17,1.164976042358679,1.1356490972723532,1.0737235688648818
2016-11-18,1.1606230235943247,1.1322568446657388,1.0710415509888853
2016-11-21,1.172692229919532,1.142419020898179,1.0769580371419047
2016-11-22,1.1762538200334758,1.1452696350912162,1.0780781056826645
2016-11-23,1.1715051675374657,1.1432693715692035,1.0767561516000999
2016-11-25,1.1752642924398164,1.1472275226978739,1.0797992278159851
2016-11-28,1.1725933416350052,1.1432308378443434,1.0799393191118594
2016-11-29,1.1766492925780343,1.1463228975557131,1.0830131420477962
2016-11-30,1.1624037380577477,1.1380086359513477,1.074436108298166
2016-12-01,1.1423215987245579,1.1260868132783024,1.0675285842352362
2016-12-02,1.144596996391262,1.127490525212825,1.0709786880574124
2016-12-05,1.1535002463341815,1.1352630503790366,1.0743742330573824
2016-12-06,1.1562704883912642,1.1384241233674808,1.0760921675152648
2016-12-07,1.1709117572367558,1.1530774463926416,1.0882156202669167
